"","dteday","TMAX","PRCP","AWND","season","day_of_week","mnth_date","day","cnt"
"2488",2017-12-15,-16,5,15,"4","Friday","15_12",15,4965
"2489",2017-12-16,78,0,35,"4","Saturday","16_12",16,5184
"2490",2017-12-17,106,0,8,"4","Sunday","17_12",17,5141
"2491",2017-12-18,139,0,10,"4","Monday","18_12",18,8978
"2492",2017-12-19,156,0,18,"4","Tuesday","19_12",19,9920
"2493",2017-12-20,117,0,28,"4","Wednesday","20_12",20,8336
"2494",2017-12-21,72,0,10,"1","Thursday","21_12",21,7004
"2495",2017-12-22,111,3,17,"1","Friday","22_12",22,6159
"2496",2017-12-23,167,86,45,"1","Saturday","23_12",23,2464
"2497",2017-12-24,61,0,32,"1","Sunday","24_12",24,2041
"2498",2017-12-25,39,0,64,"1","Monday","25_12",25,1041
"2499",2017-12-26,28,0,26,"1","Tuesday","26_12",26,2789
"2500",2017-12-27,-5,0,48,"1","Wednesday","27_12",27,3321
"2501",2017-12-28,-49,0,39,"1","Thursday","28_12",28,2866
"2502",2017-12-29,-5,0,18,"1","Friday","29_12",29,3088
"2503",2017-12-30,0,8,30,"1","Saturday","30_12",30,1876
"2504",2017-12-31,-60,0,42,"1","Sunday","31_12",31,1437
